sales_id,age,country,membership_status,previous_purchases,destination,stay_length,guests,travel_month,months_before_travel,earlybird_discount,package_Type,cost,rating,margin,additional_services_cost
735,55,USA,gold,6,Rome,11,3,12,1,True,Relaxation,2703.5024079547507,7,2383.710029589054,641.1734088913682
736,47,Canada,silver,6,Rio,9,3,2,2,True,Relaxation,1880.0026861078,5,1518.0906804076233,349.15533200278605
737,43,Italy,standard,3,Sydney,14,2,2,1,False,Cultural,2936.329796015559,7,2389.9166585781286,428.5421255477154
738,54,Germany,standard,3,New York,3,4,2,5,False,Adventure,549.5628235053098,7,289.0003677248028,174.57980595031086
739,64,Australia,gold,6,Paris,16,1,8,1,True,Adventure,3384.2390626633915,7,3019.391352460531,605.9746058035204
740,55,UK,gold,5,Cairo,1,5,1,10,False,Adventure,220.39964499438932,6,94.240181778002,32.800217373903436
741,18,Italy,standard,3,Cairo,10,5,2,2,False,Adventure,1892.281133305998,5,1739.4986949137228,444.3851671335615
742,20,Spain,silver,1,Sydney,5,3,2,2,False,Relaxation,1076.7370717536362,6,587.4664046902428,176.233471123309
743,30,USA,standard,5,Rio,7,4,8,5,False,Relaxation,1532.0455603555286,7,844.5016611472561,412.71655817657575
744,40,Australia,gold,5,Cairo,8,1,8,2,False,Cultural,1790.7896419039719,7,1492.4267664634929,203.52478502785755
745,47,Spain,gold,3,Paris,21,1,2,3,False,Cultural,4472.989889479368,8,3494.4196952718275,448.38198913830627
746,29,Canada,gold,9,Sydney,2,2,7,2,False,Cultural,413.97132526888777,7,-276.88354746936386,27.671145026809697
747,42,Australia,gold,6,Rio,9,3,7,3,False,Adventure,2254.5937617745035,6,1832.6055113608143,317.2909738229895
748,28,USA,gold,5,Tokyo,24,2,2,1,False,Cultural,4919.936292197206,7,4665.132949181426,760.9030848612525
749,30,Italy,standard,1,Paris,5,4,6,2,False,Relaxation,1178.4645011569778,5,598.6995652892161,263.2065532039472
750,18,France,gold,7,New York,4,1,1,7,False,Cultural,506.91222194628574,7,335.4843326454434,112.3374190898402
751,26,Italy,silver,4,Tokyo,27,1,8,12,False,Adventure,6406.141038860061,7,6186.022246643967,764.77578921709
752,19,Italy,gold,6,Cairo,0,2,2,1,False,Adventure,136.2841635671212,5,33.251075569851636,48.68417149726814
753,25,Germany,silver,4,Cape Town,7,1,7,4,False,Cultural,1625.552553332917,6,1295.7776104958946,358.57257363581914
754,55,Australia,standard,2,Sydney,11,1,8,2,False,Cultural,2566.335246674579,7,1895.543921372218,335.5617000711062
755,25,Spain,silver,3,Paris,6,1,2,2,True,Cultural,1310.1634346865383,5,797.1223929876012,163.69671290943322
756,79,USA,silver,5,Rome,16,3,1,1,True,Relaxation,3498.3792119108502,7,3168.6985248763117,1133.1890198614847
757,47,Spain,standard,2,Cairo,12,1,12,1,False,Relaxation,2894.1895940678687,6,2663.28468270044,799.0463656772775
758,42,USA,standard,3,Rome,15,1,6,1,True,Adventure,3228.654587167473,7,2790.7252694331255,620.4934949959717
759,27,UK,silver,2,Sydney,1,4,8,2,False,Adventure,398.9297160165168,6,45.68735362299043,45.69896950115869
760,50,France,standard,4,Cape Town,26,2,7,4,False,Cultural,6244.237999373962,6,5686.256501796864,793.1707319654655
761,31,UK,standard,1,Tokyo,16,3,2,3,False,Adventure,3224.9285869708456,7,3099.6290472923542,751.3323926170704
762,41,Italy,standard,1,Cape Town,5,1,12,2,False,Adventure,1399.5078244786032,5,704.3949836641968,283.6359347891418
763,78,France,gold,6,Cairo,11,2,12,3,False,Relaxation,2459.727241975997,7,2214.451061207424,385.65933181096193
764,38,Germany,silver,2,Sydney,6,2,6,2,False,Adventure,1494.5104652476668,6,992.4116114948577,419.4882234068346
765,57,UK,standard,3,Paris,5,2,12,2,False,Cultural,1368.2787104469405,6,697.2064493896354,160.3803015226525
766,29,Germany,silver,5,Rome,5,2,12,12,True,Relaxation,1162.2862535417632,5,817.1958026607663,165.11432695873293
767,39,Spain,silver,2,Paris,5,3,12,6,True,Cultural,949.0354288104886,5,317.3023427374841,147.5706051079389
768,66,Italy,standard,1,Rio,0,3,7,1,True,Adventure,20.362826730365637,7,-401.6140087782621,-52.4613475787831
769,30,Canada,standard,4,Cairo,4,3,6,4,False,Adventure,731.3618088100837,5,546.6783594910341,11.398905185525678
770,67,Canada,silver,3,Paris,11,1,6,17,False,Relaxation,2661.3927198006472,6,1975.2174556188554,705.1374278218527
771,50,France,standard,6,Cairo,8,2,2,3,True,Adventure,1662.6857094011252,6,1467.8345544055787,464.883981495379
772,31,France,silver,3,New York,35,2,6,1,True,Relaxation,8209.375775218174,6,7873.780492398363,1679.0172565691628
773,49,UK,standard,4,Paris,6,5,1,4,False,Cultural,1116.817176500894,6,480.0717842568622,244.35315654531604
774,54,Canada,standard,1,Cape Town,14,4,2,1,True,Adventure,2704.9585436938864,6,2115.0598859499573,701.6362741650589
775,49,Australia,gold,6,Cape Town,36,2,6,6,False,Cultural,8393.043552219295,7,7721.391749596444,1444.191289193557
776,18,Australia,standard,4,Cape Town,6,1,8,3,False,Relaxation,1382.2016227616955,6,698.0159980904098,296.11796151038465
777,29,Spain,silver,4,New York,9,2,6,1,True,Adventure,2087.3423970631256,4,1836.7506116984887,625.5104037539577
778,36,Australia,standard,4,Rome,19,2,7,2,False,Relaxation,4593.672694874313,7,4069.2417079736138,1126.0439900584001
779,38,Spain,standard,4,Rio,14,3,2,4,True,Adventure,2892.9045440357336,5,2295.319534389459,397.86458380153704
780,49,Canada,standard,1,Sydney,6,3,2,1,False,Adventure,1170.7685244503232,5,670.5791545312884,207.90323017795558
781,42,Australia,standard,2,Paris,18,2,6,8,False,Adventure,3997.1793710397765,7,3445.6772886737913,932.0919774449964
782,19,Germany,standard,5,Paris,4,1,12,1,True,Relaxation,856.3649617235945,5,272.48258287585077,281.05062485542663
783,45,USA,standard,2,Rome,6,2,7,2,False,Cultural,1689.4842494188665,6,1028.4139798332212,318.1710944692404
784,49,France,silver,5,Paris,15,1,8,5,False,Adventure,3686.3288658580927,5,3214.6704771059244,1104.4797836309
785,48,Italy,silver,2,Cape Town,1,3,1,5,True,Cultural,29.775946707463362,5,-610.6652759899143,-69.4590064016407
786,56,UK,standard,0,Rio,3,3,8,1,False,Cultural,556.3828737312541,7,203.2106394942811,87.23344103785111
787,52,Spain,gold,6,Cairo,7,2,8,1,True,Cultural,2225.593060351391,6,1988.1309078537333,288.404160681918
788,46,Germany,standard,4,New York,11,4,1,2,False,Relaxation,2400.764252752633,6,2081.115961059298,469.7677853259011
789,38,Australia,standard,1,Tokyo,21,2,1,8,False,Relaxation,4071.821323778128,5,3915.6481057140068,647.6002157266228
790,18,Italy,silver,1,Cairo,3,3,7,2,False,Cultural,934.7659674976105,7,756.1759312345034,188.74562411208422
791,46,Italy,standard,4,Tokyo,10,2,6,7,False,Relaxation,2127.301707880654,5,1827.747800104651,633.7177011218469
792,43,USA,standard,3,Rome,14,3,2,6,False,Relaxation,2690.1406769038667,5,2006.891969456694,501.67657754432537
793,44,UK,standard,3,Rome,5,2,8,1,False,Relaxation,876.4544927920684,6,501.85610960659744,257.5881783087983
794,20,Germany,gold,6,Paris,0,3,12,4,True,Cultural,142.2563863105875,8,-317.0752224882291,55.01958466144056
795,23,UK,silver,2,Cairo,4,2,2,7,False,Relaxation,541.8377828926673,6,364.1748308006687,105.49207495545745
796,55,Spain,standard,2,Sydney,5,2,2,2,False,Adventure,990.351883088275,6,468.64048902239244,183.13438457707997
797,39,Spain,standard,3,Tokyo,6,4,2,2,True,Adventure,1369.7401028113213,5,1040.5128970962955,460.3748817959984
798,50,France,gold,5,New York,4,3,1,1,False,Relaxation,799.8751455291008,7,674.6084100406715,224.83956662106246
799,40,Canada,silver,4,Sydney,6,3,12,3,True,Adventure,1396.966882574256,6,897.8757938959646,289.5678830006253
800,40,Spain,standard,2,Cairo,7,2,1,2,False,Relaxation,1519.0866353426445,7,1326.3662473635331,406.3163880433312
801,54,Australia,standard,3,Sydney,16,2,12,4,False,Cultural,3737.3952580124615,7,3322.3462561023225,631.148615136169
802,32,Italy,standard,1,Rome,18,2,2,1,True,Adventure,3734.6143003317343,7,3185.9840942695837,503.05940681827013
803,41,Germany,silver,4,Cairo,2,1,2,3,True,Relaxation,480.5728705631581,5,337.6540704949009,159.54652942455897
804,33,Germany,gold,5,New York,17,2,12,2,False,Adventure,3868.562619112614,6,3555.5053218089197,488.9848634927496
805,33,USA,standard,4,Cairo,7,3,12,2,False,Cultural,1755.4093783293658,5,1350.1775508392354,232.4257218122751
806,35,Italy,standard,3,Paris,8,2,7,1,False,Adventure,1841.9977277581525,6,1249.58958149682,420.53045596649247
807,43,USA,gold,7,Sydney,9,2,7,4,True,Relaxation,1966.4369112531042,6,1628.0938242120235,423.0310243110696
808,32,USA,silver,5,New York,1,2,1,1,True,Relaxation,130.8225342355896,5,-168.13963520102098,51.290768842626356
809,58,Italy,silver,5,Tokyo,5,1,12,7,True,Cultural,1477.305421240665,7,1339.9878339667746,317.6395509740238
810,26,UK,standard,3,Rome,4,3,7,3,False,Relaxation,653.5787381635262,6,62.86263217285364,218.17347317488878
811,37,Australia,silver,2,Rio,15,3,1,13,False,Relaxation,2961.3709436907684,7,2633.104337576887,823.283168405917
812,33,UK,silver,2,Rio,5,2,6,8,False,Adventure,876.5660660053999,5,358.9290675698645,176.48814342062067
813,61,Australia,standard,1,Rio,9,2,8,1,False,Adventure,2310.702010857724,6,1792.4898403597263,657.8118962147763
814,42,Germany,gold,6,Cairo,15,4,2,5,False,Cultural,3237.83999815305,8,2784.2979305722824,581.3089084684826
815,55,Spain,gold,6,New York,5,3,1,1,True,Relaxation,1284.4911720334717,7,936.6199368591983,221.452207114827
816,18,Spain,silver,1,Paris,17,1,8,9,True,Adventure,3822.9703262477533,6,3485.2801638951573,656.1048344891816
817,44,UK,silver,0,Cape Town,1,2,2,4,False,Cultural,270.74858885788285,6,-120.24889958430077,83.02598550436147
818,53,UK,standard,2,Paris,2,4,7,1,False,Adventure,588.0319658187201,5,134.87566349301687,162.55985497488555
819,41,UK,standard,1,Rio,4,2,1,1,True,Relaxation,762.5948478221451,5,348.94667767137526,91.01896198520362
820,55,Canada,standard,5,Tokyo,3,3,8,5,False,Cultural,899.7721018448239,6,646.8080370002034,73.25350295694007
821,32,France,silver,4,Rio,12,4,1,3,False,Cultural,2080.073545343376,5,1403.0130202351747,482.5117634690792
822,61,Italy,standard,3,Rome,1,2,2,1,True,Adventure,220.66512423767392,6,-128.57278333583423,-14.09450937256559
823,74,Australia,gold,6,Rio,11,3,1,3,False,Cultural,2117.836238785734,6,1769.6254459903726,409.94448508546014
824,34,Spain,standard,5,Paris,3,2,1,6,True,Adventure,441.7802022219771,5,13.557212049417103,48.56434652218631
825,33,Australia,silver,3,Rome,0,5,12,1,False,Cultural,-25.300152360313422,6,-609.6206569312499,-26.02427569531589
826,61,UK,silver,6,Rio,2,1,12,1,True,Relaxation,562.3949323539279,6,214.7889195582751,132.69808006652903
827,63,Canada,silver,4,New York,5,1,7,1,False,Relaxation,1265.131989607139,6,668.7377935040661,249.81671638380772
828,32,UK,gold,4,Cairo,11,2,7,1,False,Cultural,3157.2711596448626,7,2646.3289422508387,511.37678143450245
829,33,Australia,gold,5,Tokyo,2,2,1,4,False,Cultural,373.89877434717306,8,220.52753574229584,152.80087857494357
830,35,France,standard,8,Paris,6,4,1,2,True,Cultural,1004.6240665722574,6,295.3609937889661,200.36455391777386
831,19,Spain,standard,2,Cairo,28,3,1,1,True,Adventure,5669.78629292711,7,5535.991809769156,1623.643198609318
832,26,France,standard,2,Paris,4,2,8,2,False,Relaxation,922.6455042297223,7,558.1388053175281,288.6710853723738
833,24,Italy,silver,4,Tokyo,4,2,2,3,False,Relaxation,715.8720516478313,5,353.4704341389598,103.83107603495786
834,28,Germany,standard,4,Paris,1,2,1,2,False,Cultural,181.19912741087424,5,-131.12037537576484,46.40120317198379
835,39,Canada,silver,1,Tokyo,1,2,1,3,True,Cultural,-2.67434998213659,6,-201.41906309365973,-63.98232957859284
836,43,France,standard,0,Cairo,4,1,1,8,False,Relaxation,933.9215721134221,5,831.0871525475383,317.9108800668712
837,63,Canada,silver,3,New York,17,5,7,2,False,Adventure,4121.53649608625,7,3781.232228463818,1120.3409541159215
838,25,UK,silver,2,Tokyo,9,1,8,9,True,Relaxation,2125.8962411118937,5,1741.391147503289,591.967636238959
839,54,Germany,silver,6,New York,6,4,6,6,True,Cultural,1355.8064983147472,7,1064.8418639206275,153.66925689884252
840,36,Australia,silver,2,Rome,5,4,12,1,False,Relaxation,1067.8282184774387,5,623.3379462882397,232.73687874015042
841,39,France,standard,2,Cape Town,1,2,8,4,True,Cultural,157.595775584522,7,-219.42434410886787,20.71544973119093
842,50,France,standard,3,Cape Town,7,2,6,2,True,Relaxation,1391.2340006575075,6,711.3074656322481,424.79921322539576
843,23,USA,silver,4,Cairo,11,5,2,1,False,Cultural,2319.972436639224,7,2168.6657330129483,445.20420979173275
844,45,Spain,standard,4,Rio,9,2,12,5,False,Relaxation,2054.0723472986238,5,1714.2988236984743,656.0173801902057
845,42,Australia,gold,4,Tokyo,8,1,6,4,False,Cultural,1710.2920972426712,6,1344.5377050316304,324.92087800842586
846,47,France,gold,5,Rio,5,3,6,4,False,Adventure,1075.5456272296196,8,734.2343443417018,425.39066706827225
847,44,France,gold,8,Cairo,6,2,12,1,False,Adventure,1448.1070874465572,8,1204.1960240106946,362.92036895793376
848,76,Australia,standard,3,Sydney,6,1,1,3,False,Cultural,1118.1503117871516,7,566.2966476404195,208.1895383043162
849,30,Germany,silver,3,New York,18,2,12,3,True,Adventure,4234.982963560372,6,3951.1124441120046,761.9636059193648
850,32,Canada,standard,3,New York,7,3,12,11,True,Relaxation,1602.875686129677,7,1497.448266464931,358.9814826508468
851,30,Australia,standard,2,Cairo,13,1,1,5,True,Cultural,2927.0697759077916,7,2416.3229962548653,447.86262462155094
852,31,Canada,standard,2,Cairo,10,1,8,2,False,Adventure,2290.2118532366535,5,2076.050837132011,473.5713278154068
853,30,Germany,standard,2,Sydney,4,2,8,4,True,Cultural,1102.0213701891475,6,526.6227906805815,152.6030649747001
854,57,Germany,standard,1,New York,3,2,12,7,False,Cultural,741.240541040637,7,575.5582364646987,180.15236093881757
855,61,Italy,standard,5,Sydney,30,2,2,6,False,Relaxation,5798.068519922901,4,5259.067226811092,1075.8611258908315
856,31,UK,gold,6,Sydney,5,2,6,2,False,Adventure,1378.8127334526578,6,1003.0194580259524,141.64721452604329
857,27,USA,standard,3,Cairo,4,2,8,8,True,Adventure,891.4947340249286,6,654.708636351681,107.46447008805376
858,47,Germany,gold,6,Sydney,9,2,6,11,False,Cultural,1792.0140983734154,7,1491.3804363203944,254.5879095695812
859,31,Italy,standard,2,New York,0,3,6,5,False,Cultural,396.93696792011355,5,199.9209041093218,20.60096440876763
860,49,Italy,standard,3,Rome,3,3,8,1,True,Cultural,737.2852174544312,7,34.379428425118135,109.09328839798698
861,43,Italy,silver,2,New York,2,2,8,5,False,Relaxation,595.8608768462655,7,489.69601544839077,94.95494383858944
862,18,Germany,silver,3,Sydney,7,4,7,2,True,Adventure,1416.8599190456323,8,1102.702008499903,139.40235792820985
863,63,Canada,standard,5,Paris,2,4,12,1,False,Cultural,460.67320631535136,6,-68.06187680497402,44.584978997761034
864,66,Germany,standard,3,Cape Town,9,3,6,1,False,Relaxation,2246.651796721956,5,1577.3809582064293,457.3958262372454
865,30,Australia,standard,3,New York,1,4,1,1,False,Cultural,364.8354491077415,5,113.98468446387503,62.01244599656097
866,34,UK,standard,3,Rome,22,2,2,2,False,Adventure,4584.774431095161,6,4105.027002581918,791.1079836238453
867,44,UK,silver,5,New York,16,3,12,3,False,Adventure,3570.791185250772,7,3441.063876414432,596.6111785465797
868,45,Australia,silver,4,Cairo,14,3,1,4,False,Adventure,2869.4879336309145,5,2707.7667810292282,773.268558121377
869,49,France,standard,3,Sydney,17,1,6,7,False,Adventure,3703.086546998973,7,3043.75764456778,1117.5108693642367
870,70,Germany,gold,4,Rome,4,2,8,1,False,Adventure,693.9307189835363,7,293.35391329669835,138.4307422448434
871,37,Spain,standard,4,Rio,12,3,8,2,False,Cultural,2741.54827698194,7,2143.875702492398,324.4860846579733
872,28,USA,silver,1,Tokyo,3,2,6,1,False,Adventure,613.1023433700738,5,507.4077722688563,127.33993262221003
873,19,Italy,silver,7,New York,2,2,12,4,False,Adventure,443.60591493620996,6,285.7665306317077,38.88961253588744
874,29,Germany,gold,5,Cairo,16,3,1,1,False,Adventure,3158.338440685866,7,2950.724038925953,650.1020020138759
875,39,UK,standard,4,Tokyo,8,1,12,1,False,Cultural,1736.968871395827,6,1411.2857147739664,362.3935569632818
876,66,USA,silver,7,Tokyo,20,2,8,3,False,Adventure,4642.851166046408,7,4297.298332408853,751.1541522344995
877,32,Spain,standard,4,Tokyo,9,1,6,1,True,Adventure,2232.193023666533,6,2101.97123390225,505.2379329184902
878,43,France,silver,7,Paris,11,3,12,4,False,Relaxation,2653.0104454900775,6,2001.293428150877,610.5034255119948
879,39,Canada,standard,4,Sydney,11,1,8,2,False,Cultural,2632.464100122321,5,1954.1660079647438,522.7680818152315
880,57,Canada,standard,3,Cairo,3,2,1,1,False,Cultural,376.3576529709157,5,256.9065380325558,74.45336136126839
881,77,Spain,gold,4,Rio,24,1,8,5,False,Relaxation,5513.195122184379,8,4815.111009689517,1240.4295377009746
882,32,Germany,standard,3,Paris,1,1,8,5,True,Adventure,121.71268393453911,6,-195.3002330290644,-15.85077294231747
883,32,Germany,gold,4,Cape Town,3,2,8,1,False,Adventure,908.41461057299,7,424.2513320303092,285.67699388763657
884,55,USA,gold,7,Cairo,21,1,1,4,False,Cultural,4165.880110210181,7,4050.047185714882,338.1521930002963
885,50,USA,silver,3,Cape Town,15,2,12,9,True,Relaxation,3863.052770174749,6,3352.0963979036082,675.0350305072932
886,67,France,standard,3,Cairo,6,3,6,2,False,Adventure,1426.4568460370485,5,1186.8754098478614,209.53474351185656
887,48,Germany,standard,3,Cape Town,14,5,2,3,False,Relaxation,2915.649245661582,5,2220.329890941146,548.8722301179037
888,34,UK,gold,5,Sydney,13,3,2,2,False,Adventure,2498.8723328260285,7,1979.231248267984,634.9167750935194
889,48,Canada,standard,4,Rome,12,1,6,5,True,Adventure,2885.9874363507015,7,2526.56214880633,470.08563408934333
890,56,France,silver,6,Tokyo,6,2,2,5,True,Cultural,1081.5141364625608,5,855.0885873720592,144.7362218449673
891,52,Italy,silver,1,New York,31,3,7,7,False,Adventure,7260.146993686123,5,7066.73300721723,1569.0841073224697
892,47,USA,gold,6,Rome,9,4,2,4,False,Adventure,1812.9056719828616,7,1447.1919732584631,460.4854586448643
893,56,Italy,silver,7,New York,2,2,1,12,False,Adventure,16.07056718372445,5,-99.44210411005999,119.147928393209
894,57,UK,silver,2,Rio,5,5,7,11,False,Cultural,1120.305209806912,7,452.7718364627174,249.06320553670344
895,60,Germany,standard,3,Sydney,11,2,8,2,False,Relaxation,2548.8063616093846,5,2210.047765345009,593.2266360898872
896,49,Australia,standard,1,Tokyo,2,3,1,4,False,Adventure,312.4227972313995,6,13.518358433141088,106.48432318639706
897,37,USA,standard,2,Cape Town,2,3,12,1,False,Cultural,538.0429049350831,7,48.000718002658516,-14.14440421489438
898,42,France,gold,5,Cairo,12,2,6,2,True,Relaxation,2631.1343240229307,6,2467.3403407835644,520.7364737043027
899,58,Australia,silver,3,Rio,31,1,12,2,False,Adventure,7315.549601021762,6,6783.114428932375,1043.452036808192
900,27,UK,silver,3,Sydney,7,2,2,6,False,Cultural,1457.6700842996897,6,1153.1049395535301,162.5104313093674
901,45,Italy,silver,4,Rio,11,5,1,1,False,Relaxation,2262.5960474320973,5,1803.6278506421907,479.7092400261664
902,34,Spain,silver,0,Rome,9,2,12,1,False,Adventure,1931.2346227502633,7,1274.8526410648292,541.1425129055516
903,40,Canada,standard,2,Paris,5,1,8,2,False,Cultural,1467.6747924042284,7,860.6629960385546,365.5862312206694
904,59,Spain,standard,3,Cairo,2,3,12,1,False,Relaxation,530.0867437449407,5,306.24183640503236,210.25575436712353
905,42,Spain,standard,4,Sydney,10,3,2,1,True,Cultural,2187.4255576409932,5,1610.3657875754132,489.62942775681086
906,40,Spain,silver,1,Rio,3,2,2,2,False,Cultural,509.2201401220862,6,126.27614681156882,31.039619862082105
907,19,UK,standard,1,Paris,10,2,1,1,False,Relaxation,1947.0167461333156,7,1453.4266532323616,248.22313539894148
908,51,Canada,silver,3,Rio,11,2,8,1,False,Relaxation,2619.5691524327276,7,2162.7663309487834,753.2954862680851
909,49,UK,silver,3,Cairo,6,2,7,1,False,Relaxation,1368.4742325215088,7,1126.0930953213915,132.53324577164634
910,72,Spain,standard,3,Cairo,4,4,1,5,False,Relaxation,745.1165072785531,7,537.6451508603329,237.62480379348958
911,35,USA,standard,4,Tokyo,18,1,1,1,False,Adventure,3351.956785358059,5,3061.0761607485815,722.9650698147224
912,43,Spain,standard,2,Rome,7,4,7,1,False,Relaxation,1712.3925419862444,7,1159.275785520428,481.94842715636645
913,43,USA,standard,4,Sydney,23,3,2,2,True,Cultural,4560.874830244119,7,4025.148818671513,770.3783430139584
914,63,France,silver,5,Sydney,10,4,2,1,False,Cultural,1955.0298456467349,6,1270.7185963459187,131.10237539934207
915,38,Spain,standard,5,Sydney,27,2,12,2,False,Cultural,6035.195510336217,6,5710.788089348553,893.9832198429857
916,44,Australia,gold,5,Rio,5,5,1,8,True,Adventure,1093.492804181975,8,717.8603620237249,123.31632282489583
917,49,UK,silver,1,New York,4,1,6,1,False,Cultural,862.8426215804651,5,497.02635478631254,162.37012159336996
918,42,Spain,standard,1,Tokyo,10,3,7,4,True,Adventure,2546.4826473573803,7,2173.486616951358,494.1622873893696
919,33,UK,silver,1,New York,10,4,2,1,True,Adventure,1984.3972340029497,7,1772.828521868578,204.7924909771794
920,42,Italy,silver,5,Cairo,14,2,2,5,False,Cultural,3174.641987228291,7,2721.1717709886207,490.14655481496186
921,56,Spain,silver,5,Paris,7,3,8,9,False,Cultural,1751.7160534987906,7,1103.184855841026,287.39481579098384
922,24,Australia,standard,5,New York,8,3,12,5,False,Cultural,1651.652607924353,6,1302.008629514757,358.1994206289293
923,41,Spain,standard,1,Paris,6,2,7,7,False,Cultural,1628.4155209110552,6,1048.1003046192654,424.55086719987
924,29,Germany,standard,2,Rio,8,3,12,5,False,Cultural,1587.511578191599,6,896.073706162978,483.5687180196086
925,57,France,standard,3,New York,4,1,7,1,True,Adventure,945.6127575759682,5,632.3663823583977,132.65313114694925
926,18,Italy,silver,3,Paris,7,5,7,1,True,Cultural,1529.5246404308414,6,1047.469719791393,200.04433374580537
927,31,UK,silver,3,Tokyo,10,4,8,7,False,Relaxation,2266.20785668807,5,1997.753076348652,354.64526201954305
928,45,Italy,gold,6,New York,11,3,2,1,False,Adventure,2123.5270005066122,6,1943.9108005923536,335.7972064969403
929,63,France,standard,1,Tokyo,3,5,12,3,False,Cultural,675.3179040806057,7,502.8294695796482,137.74219465110065
930,39,UK,standard,2,Cape Town,10,1,8,2,False,Relaxation,2333.64208266689,6,2032.0815104108833,394.6548175186326
931,31,UK,silver,1,Tokyo,15,3,1,8,False,Relaxation,2719.9221761411186,5,2413.7926801390768,720.9264012778086
932,68,Germany,standard,3,Paris,12,2,8,1,True,Adventure,2953.486880378852,7,2565.95806850785,847.2530795591108
933,18,Spain,standard,6,New York,1,3,2,2,True,Relaxation,208.08700019089815,7,-35.63778333584105,70.69843270167867
934,18,USA,silver,4,New York,7,2,1,1,False,Relaxation,1311.8297666714168,6,1193.743745776679,397.21576836018306
935,46,France,standard,5,Rome,6,3,1,9,True,Adventure,1229.6828075580647,7,791.7903142558305,330.319221032737
936,32,Australia,silver,3,Rio,3,1,2,2,False,Adventure,620.9337861714374,6,198.07825806147628,114.97712460916667
937,24,France,standard,1,Paris,2,1,6,2,True,Cultural,786.7365526252997,7,368.4996067584928,104.81835622409137
938,50,Spain,silver,2,New York,11,2,12,1,True,Relaxation,2593.6757846479654,7,2417.3471335513213,494.85022245416553
939,43,Germany,gold,5,Cairo,10,3,12,1,False,Cultural,2480.007747065038,6,2022.8983967070822,188.62132381791338
940,31,Canada,standard,7,Rome,6,2,7,9,False,Adventure,1334.8295122053867,7,898.341126942385,228.44898912949444
941,20,Italy,gold,5,Cape Town,10,1,2,4,False,Adventure,1890.873995669924,8,1588.4627034877242,326.39664736827535
942,53,Canada,silver,3,Cape Town,8,2,12,3,True,Cultural,1965.8065365093528,6,1469.8304227843453,347.8452769007175
943,49,Germany,gold,7,Rio,1,1,6,5,False,Relaxation,494.38780671576444,8,-84.86593551686008,86.95134745768561
944,38,Italy,standard,2,New York,2,4,1,3,False,Adventure,517.3127802891922,5,363.89796855176866,101.46501246929299
945,67,Spain,silver,3,Rio,11,2,2,1,False,Relaxation,2214.4364978024514,6,1881.7422038148784,563.9996536156016
946,23,Germany,standard,4,Paris,5,1,12,8,False,Relaxation,1151.9910765074083,5,592.4928796663739,230.9616354629396
947,18,USA,silver,1,Rio,15,4,8,1,True,Relaxation,3621.694191092806,7,3180.276791063529,1393.1551061285015
948,29,France,silver,4,Sydney,10,2,2,6,False,Relaxation,2081.7951779053897,7,1737.6311589571983,368.7153936218541
949,39,Spain,standard,4,Rio,2,3,2,1,False,Relaxation,410.81055297254454,7,-108.61113380386792,33.58829165446994
950,43,Italy,gold,4,Cairo,3,1,7,1,False,Adventure,528.059150280091,8,400.04944166843916,84.22256051619667
951,36,France,standard,0,Rio,2,2,6,3,True,Cultural,494.83419015336113,7,-201.91569281660765,132.56214675513556
952,45,Canada,standard,2,New York,17,2,8,1,False,Relaxation,3982.4819278185023,5,3627.5658816125388,858.5363203976276
953,21,Spain,silver,3,Tokyo,14,2,7,2,True,Relaxation,3030.8651610981124,5,2859.2340013842163,806.8521299599709
954,61,Australia,silver,4,Cape Town,4,3,12,3,False,Adventure,479.12039339606997,6,60.60881752081673,58.65604246790291
955,38,France,standard,3,Cape Town,18,2,6,7,False,Adventure,4038.1563323704286,7,3357.0371606692715,710.3688428124167
956,56,UK,standard,3,Cape Town,19,2,2,2,False,Cultural,3775.194298633358,5,3144.2570316800657,872.8121409299293
957,45,Italy,gold,5,Tokyo,27,2,6,1,True,Adventure,6406.9796426664325,7,6027.212015404404,868.8940995816132
958,46,UK,silver,3,Cape Town,21,1,12,6,False,Relaxation,4756.422101444516,7,4253.482581498876,1074.6022081412607
959,48,USA,standard,4,Rio,22,2,8,3,False,Relaxation,5250.551831515758,5,4766.695873344237,1731.6588690270971
960,46,Italy,standard,6,Cairo,5,2,1,4,False,Cultural,1039.35577936566,6,777.3240952819617,199.46761751816393
961,49,Spain,gold,6,Cape Town,14,3,12,1,False,Adventure,2900.8853604324754,8,2455.2540518329674,880.1316607730826
962,59,Italy,silver,5,Cairo,9,3,1,1,True,Adventure,1559.319745608814,5,1428.6274176015834,342.7082995323201
963,42,USA,gold,6,Rio,8,4,6,3,True,Adventure,1914.047113003448,8,1600.019229224276,272.52149872809315
964,50,Italy,standard,3,Cape Town,5,2,1,1,True,Cultural,1050.6764393929545,5,716.2910859613824,273.0879008203256
965,38,Spain,silver,2,Cairo,2,1,1,6,True,Cultural,460.9239294515319,7,318.17252437978846,85.11504032023849
966,61,Canada,silver,3,Cairo,6,2,6,1,False,Relaxation,1320.646383784721,5,1132.3854743509232,306.3923577517751
967,29,Australia,standard,2,Cape Town,4,3,6,6,False,Cultural,876.9252502910772,7,440.8260555864785,10.079011817989539
968,67,Australia,silver,2,Paris,9,1,6,2,True,Adventure,2383.6505520718038,5,2081.497205059754,421.6588262083535
969,39,Germany,silver,5,Tokyo,13,3,6,3,False,Relaxation,2977.4805649885866,7,2728.8804036305287,999.6276530692389
