,sales_id,age,country,membership_status,previous_purchases,destination,stay_length,guests,travel_month,months_before_travel,earlybird_discount,package_Type,cost,rating,margin,additional_services_cost
3037,3038,42,Italy,gold,3,Rio,3,2,2,8,True,Cultural,1217.4400050530774,8,574.5786777694447,193.30655022632337
3038,3039,25,Spain,silver,1,Rio,2,2,2,4,True,Cultural,784.2361917081261,7,141.6285343927069,56.77242312913656
3039,3040,36,Australia,standard,5,New York,3,5,8,11,True,Adventure,3501.519405711385,5,3212.791022498268,746.0786668498993
3040,3041,49,Germany,silver,3,New York,12,4,7,6,True,Adventure,11000.790341591246,6,10684.354300971052,1842.607859812424
3041,3042,42,Australia,gold,5,Cairo,4,1,6,6,False,Relaxation,958.4541501490542,8,701.9832842191862,147.67168554869596
3042,3043,31,USA,silver,1,New York,7,3,12,1,False,Cultural,4865.137386228138,6,4614.886820092158,878.3343686570498
3043,3044,43,Italy,standard,3,Sydney,2,2,2,3,False,Relaxation,844.9131626149596,6,436.6500844499479,289.3954537186428
3044,3045,50,Canada,standard,3,Paris,3,2,1,2,True,Cultural,1270.552957783881,6,848.3767068597879,205.64624890126169
3045,3046,18,Spain,silver,2,New York,5,4,7,5,True,Relaxation,4595.525517384803,5,4220.972273596698,633.1111256754365
3046,3047,57,USA,standard,3,Paris,6,4,6,2,False,Relaxation,5467.160906544473,6,4849.379289361965,1526.351403816618
3047,3048,34,UK,silver,2,Cape Town,8,2,2,4,False,Relaxation,3144.836003360539,5,2624.959265297892,1087.9135121765498
3048,3049,46,UK,standard,7,Cape Town,5,2,8,4,False,Adventure,2476.207640880641,7,2115.511940276034,780.5743047441658
3049,3050,57,Australia,standard,1,Cairo,11,2,2,2,False,Relaxation,-1000000.0,5,4245.767030396904,912.8452577780848
3050,3051,19,Canada,gold,4,Sydney,21,1,2,3,False,Cultural,4227.668798734706,6,3734.235700982085,883.6975371791239
3051,3052,29,France,standard,5,Rome,3,1,6,4,True,Adventure,702.1899585352672,6,114.25020323866454,183.95216566172613
3052,3053,35,Canada,gold,5,Cape Town,7,1,2,4,False,Relaxation,1414.438825639777,8,973.2016324941752,220.6797131490956
3053,3054,28,Canada,standard,2,Paris,26,2,12,2,False,Cultural,11998.61721626993,5,11607.489756555811,1428.361378757097
3054,3055,66,Canada,gold,4,Rome,3,1,1,1,True,Relaxation,542.3501689982199,6,209.97065755783547,198.33416734952968
3055,3056,27,Australia,standard,2,Sydney,14,3,2,2,False,Relaxation,8421.691075660297,7,7789.815138520125,1138.2185373268649
3056,3057,31,USA,standard,5,Sydney,10,3,1,1,False,Relaxation,6036.177777756556,7,5577.478160369812,1244.090148350434
3057,3058,43,Australia,gold,6,Rio,3,2,6,4,False,Relaxation,1284.8995957845414,7,927.114186479322,175.88505742898076
3058,3059,21,France,silver,4,Sydney,10,4,2,4,False,Cultural,7955.567908259364,5,7346.240723921484,1153.0932545635935
3059,3060,34,USA,standard,1,Cape Town,9,4,2,1,False,Adventure,7218.553430695185,7,6853.494671194004,1259.2938576068232
3060,3061,44,France,gold,7,Cape Town,24,3,7,11,False,Adventure,16469.29124474128,7,16137.666335538288,4017.7652862493496
3061,3062,35,Germany,silver,4,Sydney,12,2,6,5,False,Cultural,5616.360556773717,6,5285.320824509263,959.4257636668584
3062,3063,38,Germany,gold,5,Rome,8,2,12,4,False,Relaxation,3695.70654670594,6,3151.530142023091,583.4081491014254
3063,3064,32,Italy,silver,2,Paris,16,1,6,6,True,Cultural,3925.6152614401153,7,3125.2414136544835,515.595900072214
3064,3065,18,Spain,standard,3,Tokyo,22,3,12,7,True,Adventure,2398638.9770771028,6,14964.947428904092,4163.067533075791
3065,3066,44,Spain,standard,2,New York,6,1,7,2,True,Adventure,1457.6711525471485,6,1183.9330326054423,309.20232516247347
3066,3067,66,USA,standard,1,Rio,7,3,12,2,False,Relaxation,4791.085893135111,8,4318.633002038188,1460.5954452228364
3067,3068,40,Australia,silver,3,Cairo,33,4,8,4,False,Relaxation,30328.55833800864,6,24480.76659112293,4838.229000241226
3068,3069,43,France,standard,5,Sydney,7,2,7,7,False,Relaxation,3211.945255449048,7,2758.4505267814834,966.9797167091716
3069,3070,50,France,standard,3,Rome,18,2,6,4,False,Relaxation,8324.533141847474,7,7756.9614939818275,1599.7233784192326
3070,3071,20,Spain,standard,1,Tokyo,1,4,8,4,True,Cultural,146007.52287682454,7,808.3176347319318,71.54134506380177
3071,3072,65,Spain,standard,2,Cape Town,11,5,2,3,False,Cultural,10909.003996532196,5,10284.353265604954,1727.919110822908
3072,3073,43,UK,gold,6,Rome,14,1,2,2,False,Cultural,3039.329370563645,7,2217.7564266498457,423.0782696417578
3073,3074,64,France,silver,5,Tokyo,8,1,1,4,False,Relaxation,343208.90566493437,5,1235.4363574582048,701.121883369477
3074,3075,29,Australia,silver,4,Cairo,5,1,6,2,False,Relaxation,1193.5489894290638,7,1064.5104403212506,207.7252404779733
3075,3076,67,UK,gold,6,Rio,14,4,7,1,False,Adventure,12918.934619927502,7,12410.06248283035,3472.243876944057
3076,3077,51,Australia,silver,1,Tokyo,4,2,12,5,False,Relaxation,401992.28398670943,5,1656.3054162368103,356.0038519024558
3077,3078,48,Canada,gold,6,Cape Town,6,4,7,4,False,Cultural,5510.482553705025,7,5179.337764549324,877.5780232580574
3078,3079,43,France,standard,0,Rio,18,2,7,3,False,Cultural,8366.942898654286,6,7759.99131655672,1497.6359583864337
3079,3080,36,Canada,standard,1,Rio,4,1,8,7,False,Cultural,860.2214493160318,7,282.8645560845412,160.3869408668122
3080,3081,58,Germany,standard,3,Rio,25,2,6,4,False,Cultural,11513.521397557966,5,11056.973115615623,2745.095828364192
3081,3082,42,Germany,standard,3,Cape Town,4,5,1,3,False,Relaxation,4020.127037227865,5,3522.3801191363914,713.4788487881495
3082,3083,18,USA,gold,6,Cairo,10,1,12,5,False,Relaxation,2299.079832305818,6,1792.6201284413476,687.3798879899165
3083,3084,23,France,silver,3,New York,19,3,6,6,False,Relaxation,13035.56905458346,5,12664.634414547456,3575.251639692701
3084,3085,37,Spain,standard,3,Sydney,2,2,2,3,False,Adventure,857.5430803865561,5,237.239924690996,207.3152134372424
3085,3086,44,UK,silver,4,Sydney,5,3,12,7,False,Adventure,3391.5814075835683,5,3007.7772082228485,718.0232210108031
3086,3087,39,Canada,silver,3,Rio,9,2,1,4,False,Relaxation,3631.569765573915,6,2954.971292474023,948.5576784220766
3087,3088,58,Australia,standard,4,Sydney,3,2,8,3,False,Relaxation,1279.183756694803,5,836.3724135021009,395.5240853722013
3088,3089,18,France,silver,1,Cape Town,10,2,6,2,False,Relaxation,4575.392104091588,5,4062.095392704042,1263.4744589346485
3089,3090,42,USA,gold,6,Tokyo,5,3,12,1,False,Relaxation,533728.1249606317,7,3172.5751342444223,510.2582533646904
3090,3091,18,Australia,gold,6,Cape Town,6,1,2,1,False,Relaxation,1173.7750047078052,6,730.130350687298,358.1146183859294
3091,3092,51,Canada,silver,2,Sydney,9,3,1,1,True,Cultural,5453.05009745163,5,5011.217193725903,1261.6549322177984
3092,3093,38,France,standard,2,Rome,9,2,1,1,False,Adventure,3574.156141680095,6,2875.797296738144,521.5158023949415
3093,3094,46,Spain,standard,3,Cape Town,4,1,12,1,False,Relaxation,861.9326448508018,5,318.1654278103261,268.17130994961667
3094,3095,27,Canada,standard,2,New York,4,2,7,2,True,Cultural,1791.2818256419305,7,1619.601178802613,213.41325832574
3095,3096,59,France,silver,0,Rome,12,3,2,2,False,Adventure,7250.094111989513,6,6888.97701114565,1834.2032471440957
3096,3097,55,France,standard,0,Rome,5,3,2,6,False,Cultural,3059.920780920116,6,2524.2348085992758,538.2653005656238
3097,3098,48,Canada,standard,2,New York,12,3,2,2,False,Adventure,7222.245819799795,6,6962.190968997511,1251.8028164249993
3098,3099,38,Canada,gold,7,New York,12,1,12,1,False,Cultural,2780.077482411584,7,2414.9999561071527,688.8504528099288
3099,3100,48,Australia,gold,5,Cairo,5,3,7,14,False,Relaxation,3430.366369924808,7,3404.6539565216967,1021.7151891259366
3100,3101,29,USA,silver,2,Cape Town,2,3,6,19,False,Cultural,1475.4679847220914,5,778.371990882822,152.62417061881771
3101,3102,52,Canada,standard,1,Rio,13,1,12,5,False,Relaxation,2954.8014878722565,7,2535.312804133882,371.6045425470322
3102,3103,64,Germany,standard,1,Cape Town,10,1,6,2,False,Cultural,2387.2043850179903,6,1874.8515783965088,245.9293399905336
3103,3104,56,Italy,standard,3,Tokyo,6,1,2,2,True,Cultural,191764.61397246603,7,1060.7694295565814,262.3786663857886
3104,3105,29,USA,silver,5,Cairo,36,3,2,1,True,Cultural,21512.730587546692,7,20392.34675315129,2444.1227167725838
3105,3106,45,Germany,standard,2,Paris,23,2,2,1,False,Relaxation,9156.468713679693,5,8666.935219599485,1503.1014911477268
3106,3107,20,Australia,gold,7,Paris,10,3,6,4,True,Relaxation,6845.684660857794,7,6467.779487454851,1549.4915929805095
3107,3108,48,Canada,gold,5,Cape Town,14,1,1,3,False,Relaxation,2824.909390720917,8,2366.476423477954,424.1786290733429
3108,3109,46,USA,standard,3,Cairo,5,3,2,2,False,Cultural,2994.745990256079,6,2753.3160753282327,395.0565236793284
3109,3110,18,Spain,standard,2,Cairo,5,5,2,3,False,Cultural,-1000000.0,6,4978.2958063811975,661.3283661575949
3110,3111,22,Canada,silver,5,Tokyo,5,3,1,2,False,Relaxation,468747.09047146846,5,2663.24240050936,810.065723950671
3111,3112,35,France,gold,7,New York,2,1,8,10,True,Relaxation,388.6923706217652,8,214.29266991785576,144.4990082673362
3112,3113,35,Canada,gold,7,Paris,3,3,6,6,False,Adventure,2038.2034064832744,6,1718.16024446545,678.9337888524308
3113,3114,21,Spain,standard,3,Rio,3,4,8,5,False,Adventure,2763.214502043242,7,2315.3379914351995,332.6329244086289
3114,3115,45,USA,standard,3,Rio,5,2,2,1,False,Relaxation,1977.8733415369045,6,1579.6350260888769,452.0271388172137
3115,3116,43,Canada,silver,2,New York,3,4,2,2,False,Cultural,2400.39155721856,7,2121.538315248226,574.956890033545
3116,3117,37,Canada,silver,1,Rome,6,3,2,3,False,Relaxation,3588.676204258224,5,2955.055484673564,570.4484131554509
3117,3118,28,UK,standard,5,Rome,9,5,8,1,True,Relaxation,10430.172210493694,5,9783.557060013256,2792.094900709348
3118,3119,55,UK,silver,9,New York,23,2,6,8,False,Relaxation,14774.844327488669,6,10223.16901026236,2552.856649289686
3119,3120,64,USA,silver,6,Rome,4,2,12,1,False,Adventure,1984.1142568906405,6,1382.6588712251826,364.6088694229955
3120,3121,32,USA,standard,1,Paris,11,5,6,1,False,Cultural,13796.45124635252,6,12080.136180760594,1457.70527064751
3121,3122,30,France,gold,6,Paris,12,5,7,2,False,Relaxation,13808.684591911908,8,13267.964035046629,2054.694946903216
3122,3123,47,France,standard,2,Cape Town,5,3,1,1,False,Relaxation,2987.5061818583813,5,2610.5455982216454,726.7839808362514
3123,3124,34,Italy,silver,2,Rome,10,2,1,4,False,Adventure,3856.87154748274,6,3553.83890887148,919.9352181129552
3124,3125,37,Canada,silver,7,Paris,11,1,8,6,True,Relaxation,2549.119555941172,7,2015.2637074626657,522.4566167079073
3125,3126,51,Germany,standard,4,Rome,20,3,12,2,False,Cultural,13895.364854526764,7,13219.16495542786,1749.395591727694
3126,3127,18,USA,silver,1,Tokyo,11,1,6,11,True,Relaxation,402038.57461540325,6,2407.896300247009,1009.0558696792324
3127,3128,59,Spain,silver,5,Tokyo,14,1,12,3,False,Relaxation,716491.7740621474,6,2929.084207180552,719.7496849294095
3128,3129,41,Canada,gold,6,New York,8,5,1,3,False,Adventure,8012.400270151215,6,7725.93951438825,1529.5429265018722
3129,3130,33,Germany,standard,3,Rio,14,5,12,5,False,Adventure,16058.585850086092,5,15526.455656218104,4680.851470241103
3130,3131,38,UK,silver,4,Rio,10,3,1,1,True,Cultural,6014.149111516224,5,5331.150177178695,539.1861078683185
3131,3132,39,France,silver,6,Rome,18,1,2,1,False,Adventure,3634.964684976288,7,3247.2750450153503,386.2720977394592
3132,3133,18,Spain,silver,4,Tokyo,7,5,7,6,False,Adventure,1279906.8844791322,7,7786.51752987757,1908.128539885788
3133,3134,62,USA,gold,5,Cape Town,11,5,8,1,False,Cultural,12659.545798660194,8,12174.23613280436,1419.6674511268002
3134,3135,40,Canada,standard,1,Tokyo,14,3,8,1,False,Adventure,1532230.9729951536,6,9435.35495314508,1961.5904687326893
3135,3136,46,UK,standard,3,Paris,3,3,1,3,True,Relaxation,1805.618668211618,7,1153.4710477928345,360.52008336800594
3136,3137,54,Italy,silver,4,New York,3,2,12,3,False,Adventure,1335.795038908554,7,1152.668878143106,268.5196643695261
3137,3138,24,Australia,standard,6,New York,4,1,12,4,False,Cultural,952.2818382697072,7,781.9782540218773,50.71089532935477
3138,3139,47,UK,gold,4,Cape Town,4,2,6,8,True,Adventure,1919.6325109276504,7,1309.3960616281836,572.8667112596212
3139,3140,35,Canada,silver,2,Tokyo,3,3,1,1,True,Adventure,-1000000.0,5,1626.9399115524504,330.6333232701667
3140,3141,52,Italy,standard,3,Tokyo,8,2,7,2,False,Relaxation,811422.4943167279,6,3329.421743125932,1253.735348914384
3141,3142,18,France,gold,5,New York,19,3,7,1,False,Cultural,13125.767246659649,6,12991.776193913867,1458.1140385246572
3142,3143,38,Germany,standard,2,Sydney,18,1,6,6,True,Cultural,-1000000.0,5,3695.9130234532768,846.4130365742379
3143,3144,30,Spain,silver,3,Cape Town,15,1,7,1,False,Adventure,3470.886525906544,5,3013.575141623605,977.720036472512
3144,3145,46,Spain,standard,4,Paris,14,3,6,4,False,Cultural,10646.58822239905,5,9237.051734935949,986.7487955576814
3145,3146,47,Australia,standard,5,Cairo,2,2,2,18,False,Cultural,803.7827956633571,7,606.0013351824035,130.9828736263515
3146,3147,29,Spain,standard,2,Paris,16,2,1,2,False,Cultural,6385.2344392234445,5,5734.300999621179,1162.9617691130677
3147,3148,29,Australia,silver,4,Cairo,7,2,12,2,True,Cultural,3215.4747042025087,5,3202.3401005889614,264.8593692521493
3148,3149,38,Italy,standard,4,New York,10,2,12,2,True,Relaxation,4605.12898218561,7,4429.123359484026,1442.3606887821795
3149,3150,26,France,standard,4,New York,13,2,7,3,True,Cultural,6079.769809021364,5,5971.324958556949,878.7210599148776
3150,3151,52,Australia,standard,3,Cape Town,11,1,6,2,False,Relaxation,2552.8711007012166,7,2041.572063361364,451.3554609978476
3151,3152,34,USA,standard,2,Cape Town,10,1,2,4,False,Adventure,2008.0682391070104,6,1502.7977231191787,385.7270860729679
3152,3153,18,Canada,gold,5,New York,11,3,6,1,True,Cultural,7544.873592054878,6,7296.315359237204,767.9043233949134
3153,3154,34,Italy,standard,2,Rome,2,3,2,2,False,Adventure,1166.664569106368,6,654.432491634486,328.5029101131098
3154,3155,24,Spain,gold,3,Rome,10,3,1,3,False,Adventure,6080.671002130155,5,5725.780140803426,1212.597935404978
3155,3156,18,Australia,silver,1,Rome,4,4,1,1,False,Cultural,3113.2555562747234,6,2709.48968130434,525.2662954428675
3156,3157,21,UK,silver,0,New York,10,1,6,1,False,Adventure,2313.9451816692804,8,2090.4900782524974,337.30880510398583
3157,3158,41,Germany,standard,7,Tokyo,9,1,8,2,False,Cultural,336682.84654526395,5,1770.4468357256494,343.37960526771616
3158,3159,59,Canada,gold,4,New York,7,5,6,2,True,Cultural,8071.838167977079,6,7818.644613465422,797.4415952396329
3159,3160,44,France,standard,6,Cairo,12,1,6,8,False,Adventure,2830.843381112006,5,2218.5258966881674,843.2169105979464
3160,3161,30,Spain,silver,2,Cape Town,24,2,2,1,False,Cultural,9632.188191022784,5,8993.84600209302,1327.578330876253
3161,3162,46,UK,gold,6,Paris,5,4,2,6,False,Relaxation,4028.632321861479,7,3570.29461128772,789.9418069772624
3162,3163,33,USA,gold,6,Sydney,5,1,12,1,False,Relaxation,1077.9664865318548,6,764.2781075558105,366.1757928317137
3163,3164,29,Australia,silver,3,Cairo,8,4,8,6,True,Cultural,7397.395168763679,5,5494.222510080498,1097.7760703323058
3164,3165,22,UK,gold,4,Cape Town,2,2,6,2,False,Relaxation,991.0206951302775,8,690.2895917158062,165.30191721578615
3165,3166,18,Canada,silver,1,Rio,7,2,1,4,False,Cultural,2802.0212170747936,6,2215.4123720845805,627.8798028267692
3166,3167,34,Spain,standard,2,Paris,9,2,1,1,False,Adventure,3626.0849689682736,7,3191.6806126340284,1174.087436929682
3167,3168,42,UK,standard,4,Rio,12,1,8,5,True,Cultural,2695.730097005125,5,2278.058814759691,255.25659336830145
3168,3169,38,USA,standard,1,Cape Town,6,3,2,3,False,Cultural,3603.623313373305,6,3173.7834430133007,572.992315187801
3169,3170,33,Germany,standard,1,Cape Town,12,4,7,1,False,Relaxation,11068.583112421717,7,10405.597051815035,3156.280325592108
3170,3171,25,Italy,silver,4,Cairo,5,3,12,5,True,Adventure,3393.8745073426176,5,2387.1531071009117,500.13303590081074
3171,3172,49,Australia,silver,5,Paris,7,1,6,5,False,Relaxation,1593.284906101936,5,893.3512235838656,454.69321162803686
3172,3173,20,Canada,standard,1,Sydney,14,4,8,5,False,Cultural,12922.856116217456,5,12319.211034051255,2836.6761590854367
3173,3174,51,Spain,gold,5,Tokyo,23,2,1,2,False,Relaxation,2043564.1699304532,6,8891.667106595813,2913.4488429864823
3174,3175,24,Italy,standard,4,Paris,20,1,8,1,False,Cultural,4531.479116077991,6,3961.913257736124,548.6669418936945
3175,3176,28,Australia,gold,8,New York,13,2,8,7,True,Relaxation,5988.746243010619,7,5774.341210045934,995.3862655832996
3176,3177,18,Australia,gold,6,Cairo,11,4,1,4,False,Adventure,8775.447807498429,7,6502.53047686366,1235.060496908235
3177,3178,32,France,gold,6,Cape Town,3,2,1,7,True,Cultural,1180.2677910959935,6,745.8713471902167,190.3892051786346
3178,3179,54,Australia,gold,8,Rome,3,1,2,1,False,Relaxation,591.1612327840775,7,193.19624043442127,114.28157495599042
3179,3180,47,UK,standard,6,Rio,16,1,2,4,False,Cultural,3236.3989457531197,5,2595.755256591723,650.9085540709586
3180,3181,54,UK,silver,1,Tokyo,15,5,7,9,True,Relaxation,3830436.239483934,7,17116.477187729255,7192.4697422768495
3181,3182,47,Italy,standard,5,Sydney,1,2,6,17,False,Adventure,442.6605424712061,5,-177.13734755267075,12.873448395414188
3182,3183,23,Germany,standard,3,Cairo,3,3,2,2,False,Cultural,1716.3603396337248,5,1476.783783813905,83.74353030858089
3183,3184,35,USA,silver,2,Tokyo,5,4,6,4,False,Cultural,725041.3758755206,6,4483.239782869528,795.6905385057885
3184,3185,28,Spain,standard,6,Rome,8,4,7,2,False,Adventure,7301.003514687541,7,6657.704252114497,1326.532656664918
3185,3186,59,Italy,gold,4,Rome,6,3,8,11,False,Cultural,4237.589411346091,6,3561.336236453043,512.5742920521193
3186,3187,22,Spain,gold,6,Rome,7,4,1,2,False,Relaxation,5614.833932244759,8,5148.698991438658,1493.5489955958203
3187,3188,53,Italy,standard,0,Rome,10,1,7,2,True,Cultural,2316.6394270161627,6,1713.972828939098,217.25375118938547
3188,3189,53,Canada,silver,3,Rome,5,3,1,1,True,Cultural,2959.4420789583373,6,2633.538383372378,502.9257571940545
3189,3190,67,UK,standard,2,New York,4,3,8,2,True,Cultural,2687.327767030436,6,2393.3576900574885,432.0686293477408
3190,3191,33,Australia,gold,7,Paris,7,2,7,2,False,Adventure,3278.7385414261776,8,2681.0226211581084,601.5853446533308
3191,3192,50,USA,silver,5,Rio,14,2,1,1,False,Cultural,5623.001809498559,7,5284.322891773712,1157.8727020516585
3192,3193,74,Italy,standard,2,Rome,28,3,1,1,True,Relaxation,16795.872989845244,7,16365.68351650788,2653.2252790480343
3193,3194,30,Canada,standard,1,Cape Town,3,2,2,1,False,Cultural,1274.184516498923,5,844.8304365819047,109.74649896341646
3194,3195,18,Spain,standard,5,Cairo,18,2,6,2,True,Adventure,8247.260066506233,8,6242.653646689632,1179.5320211631374
3195,3196,18,Canada,gold,5,Cairo,6,4,1,2,False,Relaxation,4892.597332184139,8,4496.702007172604,788.0361332810984
3196,3197,50,Canada,standard,9,Cape Town,28,2,1,2,False,Cultural,11199.142257281035,7,10621.908248143252,1232.8217645240986
3197,3198,18,Spain,standard,6,Rome,5,2,1,2,True,Relaxation,1987.274165966156,7,1316.5809978889486,714.4157846829168
3198,3199,34,Canada,gold,7,Tokyo,9,5,7,8,False,Cultural,1635005.2601179732,7,10005.562118836106,1072.2609162624235
3199,3200,46,Germany,gold,4,Rome,20,2,7,2,False,Relaxation,9152.065250400465,7,8761.136808275696,2024.1808430857832
3200,3201,42,Canada,gold,4,Cape Town,10,2,1,5,True,Relaxation,4049.847653426263,6,3432.9938422093,1192.9358470799052
3201,3202,46,USA,silver,2,Sydney,8,2,2,1,False,Adventure,3225.698875335652,5,2846.423762889672,675.4844493450248
3202,3203,43,Italy,silver,3,Rio,10,2,2,9,True,Cultural,4044.4432723256514,7,3558.5237630592005,366.9097936421214
3203,3204,59,UK,silver,1,New York,6,2,8,2,False,Cultural,2696.5153455037075,7,2423.6472089463914,362.69649932598
3204,3205,25,USA,standard,4,Sydney,11,2,8,2,False,Cultural,5078.793930245388,6,4701.993792582754,831.2933185465865
3205,3206,29,Australia,silver,5,Paris,14,4,7,2,True,Adventure,12839.384459771934,6,12374.768335515628,3398.7283536025097
3206,3207,28,France,standard,4,Cape Town,4,1,6,1,False,Relaxation,916.0884701787836,6,386.1159739068271,206.08437845545205
3207,3208,52,Germany,standard,0,Cairo,7,3,12,7,True,Cultural,4756.473602608827,5,4705.479322829877,926.5643324069478
3208,3209,53,Germany,gold,6,Rio,4,2,6,1,False,Adventure,1791.7996557668046,8,1276.836898089037,466.0698425702825
3209,3210,46,Australia,standard,3,Rio,3,3,2,1,False,Relaxation,1852.5039196872624,7,1373.0648872628394,318.1520007330316
3210,3211,57,Spain,gold,6,Rome,7,1,8,2,False,Cultural,1642.205890708345,7,1127.7215732666657,420.79855020984746
3211,3212,22,USA,standard,7,Paris,9,2,1,1,False,Relaxation,3568.19009781064,5,3252.181210528885,607.8751386102161
3212,3213,65,USA,standard,3,Paris,15,2,7,5,True,Adventure,6861.274222244593,5,6330.87305166334,2030.1429190551105
3213,3214,62,Australia,silver,5,Rome,9,1,2,1,True,Cultural,1743.3880919653536,5,1117.3824867845888,178.3357909859364
3214,3215,51,Spain,silver,2,Rio,3,3,12,2,False,Relaxation,2031.5633404247624,7,1537.901684011659,590.8805395138281
3215,3216,66,France,silver,2,Paris,30,1,7,1,False,Cultural,6846.877023161303,7,6527.8292297450935,832.1840801763302
3216,3217,18,Canada,gold,4,Cairo,6,2,6,7,True,Adventure,2837.085822891405,7,2683.2715051728783,395.7170383087346
3217,3218,32,Spain,standard,7,Rome,8,1,7,6,False,Relaxation,1832.6610060377277,6,1398.099698926491,602.5799123879981
3218,3219,28,Italy,gold,5,Tokyo,6,2,6,3,False,Relaxation,430389.66957514896,8,2409.4611638065976,797.3086295054671
3219,3220,50,Canada,standard,0,Rome,3,2,7,1,True,Adventure,1407.5394000288925,6,1007.2902780111904,310.92246622272205
3220,3221,24,Italy,gold,7,Cairo,1,4,2,2,False,Cultural,793.5432995800937,6,672.9744313423573,64.56011013644483
3221,3222,51,UK,standard,6,Rome,10,1,7,2,False,Relaxation,2299.9764083204677,6,1844.9271031710368,561.4512752832653
3222,3223,60,USA,gold,4,Rome,3,5,6,3,False,Cultural,3459.9548210693133,6,3105.007117985409,707.6041984474826
3223,3224,50,USA,silver,4,Rio,8,4,7,1,True,Cultural,7325.556895132902,6,6855.30303287798,1140.8205776842874
3224,3225,44,Australia,standard,2,Rome,2,3,6,4,False,Adventure,1422.7426025439004,5,913.7404176430704,377.3162980689466
3225,3226,25,Australia,gold,4,New York,24,1,2,1,True,Relaxation,4801.365629996648,6,4572.47996768038,1086.84934327701
3226,3227,27,Canada,standard,2,New York,10,1,2,2,False,Adventure,1969.3539067181716,4,1620.869264720427,380.1838458300438
3227,3228,58,Spain,standard,0,Cape Town,6,1,7,2,False,Cultural,1417.918029433954,7,785.2079526782252,285.6873061747589
3228,3229,51,USA,gold,5,Cairo,13,2,6,2,False,Adventure,6002.173780805973,6,4305.454271469906,1670.44681851051
3229,3230,39,USA,standard,4,Paris,11,4,2,2,True,Cultural,9683.343930009503,5,8151.005722931917,1370.464943077974
3230,3231,33,Germany,standard,4,Rio,3,2,12,2,False,Adventure,1277.830542036674,5,752.1499789541868,271.296547112447
3231,3232,18,Italy,silver,4,Rome,12,5,7,1,False,Relaxation,13836.54755316172,5,13320.68619095534,3805.019936494021
3232,3233,23,UK,gold,6,Rio,22,2,8,1,False,Cultural,10078.9667909546,7,9427.281183575971,1121.3727483153714
3233,3234,68,UK,standard,4,Rome,5,5,1,1,False,Adventure,5004.439946004821,6,4605.6994825571965,683.7241063590259
3234,3235,20,Italy,silver,2,Rio,17,4,8,4,True,Cultural,15642.948314027855,5,15219.148197995006,2443.039130384085
3235,3236,42,Canada,silver,2,Sydney,5,5,2,1,True,Cultural,4996.34468422781,7,4354.366642626758,725.2084288243493
3236,3237,55,France,gold,4,New York,11,1,7,1,False,Cultural,2509.6008361994777,6,2401.6204601979944,264.0653259126296
3237,3238,21,Spain,gold,5,Tokyo,15,3,12,2,False,Adventure,1638904.569416276,7,10182.696919523209,1660.6377332646114
3238,3239,42,USA,silver,3,Sydney,1,2,7,3,False,Adventure,448.15937199546,6,55.39413814675322,73.63669297124834
3239,3240,54,Germany,silver,4,New York,7,1,8,10,False,Adventure,1572.7130693083789,7,1407.990963311165,397.3421421477399
3240,3241,40,Spain,standard,2,Paris,10,1,7,3,False,Adventure,2329.3024402784995,5,2022.4692652838253,269.9058617159262
3241,3242,80,USA,standard,2,Sydney,5,1,6,1,True,Relaxation,1165.0663545492905,6,848.6410577505757,364.7596787447628
3242,3243,18,Australia,silver,2,Rome,8,2,6,2,True,Adventure,3673.3558133151937,7,3230.0131337012017,1003.7877841757656
3243,3244,55,Spain,gold,4,Rome,3,2,8,5,False,Cultural,1270.2572406192407,6,920.7639931197972,218.44281326233897
3244,3245,37,Canada,silver,2,Rio,9,4,2,6,False,Adventure,7174.5923012948215,5,6545.043862730413,1937.9453449759224
3245,3246,51,Spain,standard,3,Cairo,7,1,7,3,False,Cultural,1578.5649481317123,7,1122.3119449068747,202.49580972600225
3246,3247,46,France,standard,2,Tokyo,5,1,6,7,True,Adventure,179848.98948924162,5,898.6172177128424,253.6186368635842
3247,3248,29,Spain,silver,2,Cairo,5,4,7,3,False,Cultural,4515.125249663284,6,4442.169369508232,835.2240793811263
3248,3249,43,Spain,silver,0,Tokyo,4,2,6,2,False,Adventure,286041.03461748036,6,1497.1007299192215,490.1601701057869
3249,3250,18,Spain,silver,1,Sydney,8,1,6,2,False,Cultural,1828.28992963848,5,1236.0231901602265,363.2972762085617
3250,3251,49,UK,silver,2,Sydney,7,1,12,1,False,Relaxation,1625.8583134127227,7,1290.1349508340863,524.9541899904799
3251,3252,44,USA,standard,4,Tokyo,19,2,7,1,True,Cultural,1373711.1093569198,5,8300.417641135089,842.7725337733766
3252,3253,49,France,gold,3,Sydney,14,1,6,3,False,Adventure,3292.747507865812,6,2671.776585599276,664.4286354390194
3253,3254,55,Italy,silver,2,Tokyo,17,5,12,1,True,Cultural,3094115.3742108108,5,19262.265643786544,2400.9768189594283
3254,3255,45,Canada,standard,2,Tokyo,14,2,7,2,False,Cultural,1027460.6931858517,7,6252.856612780211,1361.5152829972103
3255,3256,42,Italy,standard,4,Cairo,5,2,2,4,True,Cultural,2036.838301862534,5,1642.971903580456,230.5422546775592
3256,3257,26,UK,gold,4,Rome,5,3,8,2,True,Cultural,3446.0383823206894,8,2960.904924328743,705.0186820526794
